id,nombreCompania,telefono,correo,rn,direccion1,direccion2,direccion3,direccionEnvio1,direccionEnvio2,direccionEnvio3,infoAdicional,folderId
634,Juan López,,,,,,,,,,,CLIENTES_1785775446666_888357
635,Juan López,,,,,,,,,,,CLIENTES_1785775456772_983724
636,Juan López,,,,,,,,,,,CLIENTES_1785775486697_707542
637,Juan López,,,,,,,,,,,CLIENTES_1785775527287_618232
638,Juan López,,,,,,,,,,,CLIENTES_1785775536721_740796
639,Juan López,,,,,,,,,,,CLIENTES_1785775536721_809823
640,Juan López,,,,,,,,,,,CLIENTES_1785775779141_947404
641,Juan López,,,,,,,,,,,CLIENTES_1785775818428_124554
642,Juan López,,,,,,,,,,,CLIENTES_1785775828422_370700
643,Unidad Administrativa Financiera,,,,,,,,,,,CLIENTES_1785776148443_406740
644,Juan López,,,,,,,,,,,CLIENTES_1785776178352_739970
645,Juan López,,,,,,,,,,,CLIENTES_1785776208406_277859
646,Juan López,,,,,,,,,,,CLIENTES_1785776248335_158850
647,Juan López,,,,,,,,,,,CLIENTES_1785776258314_271218
648,GAMEA,,,,,,,,,,,CLIENTES_1785777738979_670249
649,GAMEA,,,,,,,,,,,CLIENTES_1785777789013_381486
650,GAMEA,,,,,,,,,,,CLIENTES_1785777829233_485540
651,GAMEA,,,,,,,,,,,CLIENTES_1785777839019_493377
652,GAMEA,,,,,,,,,,,CLIENTES_1785777878936_201112
653,SENASIR,,,,,,,,,,,CLIENTES_1785780492752_975575
654,Victor,,,,,,,,,,,CLIENTES_1785780552156_460729
655,Victor Burgoa,,,,,,,,,,,CLIENTES_1785780647959_690090
656,Victor Burgoa,,,,,,,,,,,CLIENTES_1785780657949_872825
657,Victor Burgoa,,,,,,,,,,,CLIENTES_1785780677951_146307
658,Victor Burgoa,,,,,,,,,,,CLIENTES_1785780683843_4353
659,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785780825692_714568
660,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785780825693_726109
661,Claudii,,,,,,,,,,,CLIENTES_1785792169549_737415
662,Claudia,,,,,,,,,,,CLIENTES_1785792179236_898673
663,Unidad Administrativa Financiera,,,,,,,,,,,CLIENTES_1785793051990_744402
664,Claudia,,,,,,,,,,,CLIENTES_1785793061879_228088
665,PÚBLICO EN GENERAL,933 407 300 / 997 140 899,yovanavillarl@gmail.com,,,,,,,,,CLIENTES_1785793083932_96037
666,joe,,,,,,,,,,,CLIENTES_1785796462777_881345
667,joel,,,,,,,,,,,CLIENTES_1785796682799_221090
668,joel,,,,,,,,,,,CLIENTES_1785796712810_711280
669,joel,,,,,,,,,,,CLIENTES_1785796772767_828647
670,joel,,,,,,,,,,,CLIENTES_1785796812837_536369
671,joel,,,,,,,,,,,CLIENTES_1785796823218_832261
672,José,,,,,,,,,,,CLIENTES_1785796852759_640265
673,jowr,,,,,,,,,,,CLIENTES_1785796852759_780935
674,m,,,,,,,,,,,CLIENTES_1785796852759_950716
675,José,,,,,,,,,,,CLIENTES_1785796872841_708291
676,José,,,,,,,,,,,CLIENTES_1785796892810_897382
677,Cr,,,,,,,,,,,CLIENTES_1785797185786_318988
678,Cri,,,,,,,,,,,CLIENTES_1785797186057_727477
679,Cris,,,,,,,,,,,CLIENTES_1785797195870_26466
680,Cristian,,,,,,,,,,,CLIENTES_1785797195870_499959
681,Crist,,,,,,,,,,,CLIENTES_1785797195870_69185
682,Cristya,,,,,,,,,,,CLIENTES_1785797195870_8602
683,Cristy,,,,,,,,,,,CLIENTES_1785797195870_996502
684,Cristian,,,,,,,,,,,CLIENTES_1785797833948_744246
685,Cristian,,,,,,,,,,,CLIENTES_1785867192645_11004
686,Mar,,,,,,,,,,,CLIENTES_1785867472641_278831
687,Mario,,,,,,,,,,,CLIENTES_1785867472641_519611
688,Ma,,,,,,,,,,,CLIENTES_1785867472641_752429
689,Mario,,,,,,,,,,,CLIENTES_1785867671312_388057
690,hh,,,,,,,,,,,CLIENTES_1785867710795_734949
691,Mario,,,,,,,,,,,CLIENTES_1785867722619_231499
692,Victor Burgoa,,,,,,,,,,,CLIENTES_1785867812661_159251
693,Claudia,,,,,,,,,,,CLIENTES_1785868511249_86239
694,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785868919289_744353
695,Mario,,,,,,,,,,,CLIENTES_1785868929312_999867
696,Mario,,,,,,,,,,,CLIENTES_1785868939334_57580
697,hh,,,,,,,,,,,CLIENTES_1785868949291_15861
698,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785868949291_218953
699,Unidad Administrativa Financiera,,,,,,,,,,,CLIENTES_1785868949291_819642
700,joel,,,,,,,,,,,CLIENTES_1785868959323_81482
701,Cristian,,,,,,,,,,,CLIENTES_1785872258040_909881
702,almir,,,,,,,,,,,CLIENTES_1785869720712_458169
703,asdas,,,,,,,,,,,CLIENTES_1785869720713_955229
704,Test,,,,,,,,,,,CLIENTES_1785869730676_153443
705,SENASIR,,,,,,,,,,,CLIENTES_1785870170250_767258
706,Almir Villca,,,,,,,,,,,CLIENTES_1785870180223_240595
707,SENASIR,,,,,,,,,,,CLIENTES_1785870180223_270524
708,José,,,,,,,,,,,CLIENTES_1785870727748_705976
709,Almir Villca,,,,,,,,,,,CLIENTES_1785870841155_198958
710,MINISTERIO DE EDUCACION- I.F.A. ESCUELA DE DANZA DEL BALLET OFICIAL,,,,,,,,,,,CLIENTES_1785870841156_265612
711,MINISTERIO DE EDUCACION- I.F.A. ESCUELA DE DANZA DEL BALLET OFICIAL,,,,,,,,,,,CLIENTES_1785870841156_936461
712,Unidad Administrativa Financiera,,,,,,,,,,,CLIENTES_1785871318856_120300
713,Almir Villca,,,,,,,,,,,CLIENTES_1785871328784_366912
714,hh,,,,,,,,,,,CLIENTES_1785871601048_353086
715,Mario,,,,,,,,,,,CLIENTES_1785872576261_909389
716,hh,,,,,,,,,,,CLIENTES_1785871721005_779365
717,vhvhvhv,,,,,,,,,,,CLIENTES_1785871779361_908321
718,usus,,,,,,,,,,,CLIENTES_1785871794959_523592
719,Voctor,,,,,,,,,,,CLIENTES_1785871855167_421131
720,Victor,,,,,,,,,,,CLIENTES_1785871895170_191047
721,joel,,,,,,,,,,,CLIENTES_1785871901039_959
722,Victor,,,,,,,,,,,CLIENTES_1785871915145_585847
723,Victor,,,,,,,,,,,CLIENTES_1785871945182_895692
724,Viceministerio de Deporte,,,,,,,,,,,CLIENTES_1785872021964_403321
725,José,,,,,,,,,,,CLIENTES_1785872027076_967979
726,Almir Villca,,,,,,,,,,,CLIENTES_1785872041952_547597
727,Victor,,,,,,,,,,,CLIENTES_1785872069043_204539
728,Victor,,,,,,,,,,,CLIENTES_1785872135245_4963
729,José,,,,,,,,,,,CLIENTES_1785872271841_209070
730,Victor,,,,,,,,,,,CLIENTES_1785872443127_31750
731,uus,,,,,,,,,,,CLIENTES_1785872443128_526334
732,ju,,,,,,,,,,,CLIENTES_1785872463216_16143
733,hh,,,,,,,,,,,CLIENTES_1785872553118_320610
734,yvvy,,,,,,,,,,,CLIENTES_1785872563138_615185
735,Cristian,,,,,,,,,,,CLIENTES_1785872663112_331286
736,yvvy,,,,,,,,,,,CLIENTES_1785872683143_46060
737,k,,,,,,,,,,,CLIENTES_1785872683144_425455
738,uu,,,,,,,,,,,CLIENTES_1785872784635_884021
739,uu,,,,,,,,,,,CLIENTES_1785877826529_340241
740,k,,,,,,,,,,,CLIENTES_1785872814626_696895
741,hh,,,,,,,,,,,CLIENTES_1785873060156_180319
742,asdas,,,,,,,,,,,CLIENTES_1785873060158_963389
743,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785873066320_426112
744,Cristian,,,,,,,,,,,CLIENTES_1786973862664_762285
745,joel,,,,,,,,,,,CLIENTES_1785873210111_156824
746,Victor,,,,,,,,,,,CLIENTES_1785873240123_75656
747,yvvy,,,,,,,,,,,CLIENTES_1785873270095_337527
748,SENASIR,,,,,,,,,,,CLIENTES_1785874700961_857410
749,Almir Villca,,,,,,,,,,,CLIENTES_1785874744190_370384
750,k,,,,,,,,,,,CLIENTES_1785877872760_920821
751,uu,,,,,,,,,,,CLIENTES_1785877878439_973669
752,uu,,,,,,,,,,,CLIENTES_1785878229576_587611
753,uu,,,,,,,,,,,CLIENTES_1785878309579_505924
754,uu,,,,,,,,,,,CLIENTES_1785879068475_251608
755,uu,,,,,,,,,,,CLIENTES_1785879142588_125551
756,k,,,,,,,,,,,CLIENTES_1785879148487_987565
757,Lmir,,,,,,,,,,,CLIENTES_1785879158457_407719
758,mir,,,,,,,,,,,CLIENTES_1785879168443_341860
759,Vic,,,,,,,,,,,CLIENTES_1785879280315_398923
760,Vic,,,,,,,,,,,CLIENTES_1785879280316_267078
761,Vic,,,,,,,,,,,CLIENTES_1785879290412_259146
762,Vic,,,,,,,,,,,CLIENTES_1785879300341_489637
763,Vic,,,,,,,,,,,CLIENTES_1785879340316_555852
764,Vic,,,,,,,,,,,CLIENTES_1785879350305_787624
765,Vic,,,,,,,,,,,CLIENTES_1785879350305_238938
766,Vic,,,,,,,,,,,CLIENTES_1785879390328_175858
767,Vic,,,,,,,,,,,CLIENTES_1785879442411_628784
768,hshdj,,,,,,,,,,,CLIENTES_1785879479686_518607
769,hshdj,,,,,,,,,,,CLIENTES_1786979180089_718620
770,jdjdj,,,,,,,,,,,CLIENTES_1785879709682_612053
771,hshd,,,,,,,,,,,CLIENTES_1785879770879_223183
772,hshd,,,,,,,,,,,CLIENTES_1785879800862_887977
773,hshd,,,,,,,,,,,CLIENTES_1785879811055_280324
774,hshd,,,,,,,,,,,CLIENTES_1785879820859_160180
775,hshd,,,,,,,,,,,CLIENTES_1785879840886_545854
776,hshd,,,,,,,,,,,CLIENTES_1785879900868_255355
777,hshd,,,,,,,,,,,CLIENTES_1785879970862_969069
778,hshd,,,,,,,,,,,CLIENTES_1785884425974_128666
779,uu,,,,,,,,,,,CLIENTES_1786973849549_904171
780,jdjdj,,,,,,,,,,,CLIENTES_1785884759967_715625
781,Vic,,,,,,,,,,,CLIENTES_1785884759967_891338
782,Vic,,,,,,,,,,,CLIENTES_1785884769976_738517
783,jdjdj,,,,,,,,,,,CLIENTES_1785885139975_130124
784,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785943986413_146313
785,Victor Burgoa,,,,,,,,,,,CLIENTES_1785885190771_18066
786,dkdbdfb,,,,,,,,,,,CLIENTES_1785891328801_374186
787,dkdbdfb,,,,,,,,,,,CLIENTES_1785891358675_483874
788,dkdbdfb,,,,,,,,,,,CLIENTES_1785891368653_52898
789,dkdbdfb,,,,,,,,,,,CLIENTES_1785891378675_193181
790,dkdbdfb,,,,,,,,,,,CLIENTES_1785891389655_634081
791,dkdbdfb,,,,,,,,,,,CLIENTES_1785891328801_374186
792,dkdbdfb,,,,,,,,,,,CLIENTES_1785891358675_483874
793,dkdbdfb,,,,,,,,,,,CLIENTES_1785891368653_52898
794,dkdbdfb,,,,,,,,,,,CLIENTES_1785891378675_193181
795,dkdbdfb,,,,,,,,,,,CLIENTES_1785891389655_634081
796,victir,,,,,,,,,,,CLIENTES_1785939668988_165710
797,jue,,,,,,,,,,,CLIENTES_1785940048990_166342
798,Migu,,,,,,,,,,,CLIENTES_1785940058996_604041
799,Miguel,,,,,,,,,,,CLIENTES_1785940208970_855117
800,Miguel,,,,,,,,,,,CLIENTES_1785940238998_39995
801,Miguel,,,,,,,,,,,CLIENTES_1785940348983_619687
802,Miguel,,,,,,,,,,,CLIENTES_1785940368961_4238
803,Miguel,,,,,,,,,,,CLIENTES_1785940428974_50968
804,victir,,,,,,,,,,,CLIENTES_1785940439328_884866
805,Miguel,,,,,,,,,,,CLIENTES_1785940439328_577715
806,Miguel,,,,,,,,,,,CLIENTES_1785940448975_21822
807,urjrjgkg,9899898,,,,,,,,,,CLIENTES_1785940468988_615447
808,Miguel,,,,,,,,,,,CLIENTES_1785955753412_744509
809,Miguel,,,,,,,,,,,CLIENTES_1785955793405_763520
810,Miguel,,,,,,,,,,,CLIENTES_1785955803381_27968
811,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785955823384_649136
812,dkdbdfb,,,,,,,,,,,CLIENTES_1785955834772_477898
813,jdjdj,,,,,,,,,,,CLIENTES_1785955843487_240488
814,jdjdj,,,,,,,,,,,CLIENTES_1785955843487_631627
815,hshd,,,,,,,,,,,CLIENTES_1785955883417_859126
816,Miguel,,,,,,,,,,,CLIENTES_1785955993380_140044
817,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785956023407_539518
818,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785956053379_226780
819,Miguel,,,,,,,,,,,CLIENTES_1785958104846_784591
820,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785960090680_379639
821,Miguel,,,,,,,,,,,CLIENTES_1785960139889_663112
822,hshd,,,,,,,,,,,CLIENTES_1786974119561_681744
823,dkdbdfb,,,,,,,,,,,CLIENTES_1786370110361_253173
824,Miguel,,,,,,,,,,,CLIENTES_1785961964910_937644
825,Miguel,,,,,,,,,,,CLIENTES_1785961983984_722992
826,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785962023951_578602
827,Miguel,,,,,,,,,,,CLIENTES_1786369109962_375702
828,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785962083961_800468
829,Ministerio de Educación,,,,,,,,,,,CLIENTES_1785964773463_466874
830,UNIVERSIDAD MAYOR DE SAN ANDRES - CARRERA DE LINGÜÍSTICA E IDIOMAS,,,,,,,,,,,CLIENTES_1785975649653_65631
831,o,,,,,,,,,,,CLIENTES_1785975669645_87753
832,oedr,,,,,,,,,,,CLIENTES_1785975669645_52711
833,pedro,,,,,,,,,,,CLIENTES_1785975669646_866697
834,pedro,,,,,,,,,,,CLIENTES_1785975739610_765333
835,Jose,,,,,,,,,,,CLIENTES_1785986685914_734229
836,Casatez,,,,,,,,,,,CLIENTES_1786286795346_170947
837,Casate,,,,,,,,,,,CLIENTES_1786286795347_29533
838,Casatex,,,,,,,,,,,CLIENTES_1786286795347_797630
839,Lizardo,,,,,,,,,,,CLIENTES_1786287397390_376814
840,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786287407373_323844
841,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786287737439_878956
842,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786369399954_90926
843,fhy,556666,,,,,,,,,,CLIENTES_1786368838608_569547
844,pedro,,,,,,,,,,,CLIENTES_1786371392858_367299
845,dkdbdfb,,,,,,,,,,,CLIENTES_1786370315498_714755
846,Juan López,,,,,,,,,,,CLIENTES_1786370576464_771999
847,Lopez,,,,,,,,,,,CLIENTES_1786370759790_643148
848,FRATELLI,,,,,,,,,,,CLIENTES_1786370779771_620042
849,tt,,,,,,,,,,,CLIENTES_1786370859768_394681
850,holq,,,,,,,,,,,CLIENTES_1786370859768_837209
851,José,,,,,,,,,,,CLIENTES_1786371095992_640705
852,fhy,,,,,,,,,,,CLIENTES_1786371129466_482669
853,fhy,,,,,,,,,,,CLIENTES_1786371523786_875172
854,fhy,,,,,,,,,,,CLIENTES_1786371538915_499251
855,fhy,,,,,,,,,,,CLIENTES_1786371608861_589296
856,Ministerio de Educación,,,,,,,,,,,CLIENTES_1786371628886_254880
857,fhy,,,,,,,,,,,CLIENTES_1786371709118_249984
858,fhy,,,,,,,,,,,CLIENTES_1786371738886_858722
859,Casatex,,,,,,,,,,,CLIENTES_1786371788874_680405
860,Casatex,,,,,,,,,,,CLIENTES_1786371828871_72820
861,fhy,,,,,,,,,,,CLIENTES_1786372038858_794995
862,Ministerio de Educación,,,,,,,,,,,CLIENTES_1786372088875_48839
863,fhy,,,,,,,,,,,CLIENTES_1786372485142_255436
864,Casatex,,,,,,,,,,,CLIENTES_1786372493247_897419
865,pedro,,,,,,,,,,,CLIENTES_1786372505138_352426
866,Ministerio de Educación,,,,,,,,,,,CLIENTES_1786980652659_949026
867,pedro,,,,,,,,,,,CLIENTES_1786372505138_716832
868,urjrjgkg,,,,,,,,,,,CLIENTES_1786372540508_689126
869,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786372540508_268663
870,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786372730467_694543
871,Casatex,,,,,,,,,,,CLIENTES_1786372924868_465077
872,fhy,,,,,,,,,,,CLIENTES_1786373229004_511210
873,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786373233612_346094
874,fhy,,,,,,,,,,,CLIENTES_1786373243955_615178
875,Miguel,,,,,,,,,,,CLIENTES_1786983308954_523318
876,hj,,,,,,,,,,,CLIENTES_1786373373926_401578
877,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786373663776_702623
878,Vic,,,,,,,,,,,CLIENTES_1786373753798_791473
879,Vic,,,,,,,,,,,CLIENTES_1786373763867_449844
880,Vic,,,,,,,,,,,CLIENTES_1786373763867_158077
881,Casatex,,,,,,,,,,,CLIENTES_1786373773792_589695
882,Vic,,,,,,,,,,,CLIENTES_1786373783790_596291
883,Vic,,,,,,,,,,,CLIENTES_1786373783790_73872
884,Vic,,,,,,,,,,,CLIENTES_1786373793792_669625
885,Vic,,,,,,,,,,,CLIENTES_1786373793792_349591
886,Vic,,,,,,,,,,,CLIENTES_1786373800945_463234
887,Casatex,,,,,,,,,,,CLIENTES_1786373803818_522890
888,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786373813777_689100
889,Vic,,,,,,,,,,,CLIENTES_1786374368933_344626
890,ya ht,,,,,,,,,,,CLIENTES_1786374468936_990961
891,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786374568932_340449
892,ya ht,,,,,,,,,,,CLIENTES_1786374979133_420201
893,ya ht,,,,,,,,,,,CLIENTES_1786375006503_480587
894,ya ht,,,,,,,,,,,CLIENTES_1786375006503_409993
895,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786375049195_623695
896,ya ht,,,,,,,,,,,CLIENTES_1786375294551_95926
897,fhy,,,,,,,,,,,CLIENTES_1786375294552_202235
898,ya ht,,,,,,,,,,,CLIENTES_1786375582458_583393
899,Vic,,,,,,,,,,,CLIENTES_1786375582459_459745
900,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786375943463_333555
901,ya ht,,,,,,,,,,,CLIENTES_1786376320394_343313
902,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786376330295_915426
903,hj,,,,,,,,,,,CLIENTES_1786376340286_969053
904,ya ht,,,,,,,,,,,CLIENTES_1786376761476_304820
905,fhy,,,,,,,,,,,CLIENTES_1786376765012_511595
906,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786376771443_73810
907,hj,,,,,,,,,,,CLIENTES_1786376791444_314127
908,hj,,,,,,,,,,,CLIENTES_1786376811499_739089
909,hj,,,,,,,,,,,CLIENTES_1786376811499_101147
910,hj,,,,,,,,,,,CLIENTES_1786376941440_9546
911,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786377174873_288536
912,hj,,,,,,,,,,,CLIENTES_1786377174874_691820
913,ya ht,,,,,,,,,,,CLIENTES_1786377214790_760179
914,Vic,,,,,,,,,,,CLIENTES_1786377214790_866659
915,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786377524095_965945
916,ya ht,,,,,,,,,,,CLIENTES_1786377524095_528592
917,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786377544115_490398
918,Almir,,,,,,,,,,,CLIENTES_1786377812409_185420
919,Almir,,,,,,,,,,,CLIENTES_1786377874118_467519
920,Almir,,,,,,,,,,,CLIENTES_1786378134112_173799
921,Almir,,,,,,,,,,,CLIENTES_1786378154109_440975
922,Almir,,,,,,,,,,,CLIENTES_1786378174111_254437
923,Manoela,,,,,,,,,,,CLIENTES_1786378231329_425260
924,Manoela,,,,,,,,,,,CLIENTES_1786378361314_252876
925,Casatex,,,,,,,,,,,CLIENTES_1786378731309_979154
926,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786378881329_483960
927,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786378881329_974496
928,Manoela,,,,,,,,,,,CLIENTES_1786974895750_862500
929,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786379021318_21803
930,almkr,,,,,,,,,,,CLIENTES_1786379144027_458013
931,almir g,69732537,,,,,,,,,,CLIENTES_1786379164009_408122
932,almir g,,,,,,,,,,,CLIENTES_1786379174007_543770
933,almir g,,,,,,,,,,,CLIENTES_1786379520391_813823
934,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786455059449_491850
935,selo,,,,,,,,,,,CLIENTES_1786380284938_136295
936,selor,,,,,,,,,,,CLIENTES_1786380284939_215352
937,selor,,,,,,,,,,,CLIENTES_1786380306190_243249
938,UNI,75218664,,,,,,,,,,CLIENTES_1786391351666_101836
939,ARA,75218664,,,,,,,,,,CLIENTES_1786391351666_112614
940,UNIVERSIDAD MAYOR,75218664,,,,,,,,,,CLIENTES_1786391351666_164020
941,UNAUNIVER,75218664,,,,,,,,,,CLIENTES_1786391351666_175387
942,UNIVERSIDAD MAYOR DE,75218664,,,,,,,,,,CLIENTES_1786391351666_180681
943,ARAUNIVER,75218664,,,,,,,,,,CLIENTES_1786391351666_243875
944,UNIVERSIDAD,,,,,,,,,,,CLIENTES_1786391351666_379385
945,UNICE,75218664,,,,,,,,,,CLIENTES_1786391351666_906590
946,AUNIVER,75218664,,,,,,,,,,CLIENTES_1786391351666_94644
947,UNIVERSIDAD MAYOR DE SAN AND,,,,,,,,,,,CLIENTES_1786391361658_759701
948,UNI,75218664,,,,,,,,,,CLIENTES_1786391351666_101836
949,ARA,75218664,,,,,,,,,,CLIENTES_1786391351666_112614
950,UNIVERSIDAD MAYOR,75218664,,,,,,,,,,CLIENTES_1786391351666_164020
951,UNAUNIVER,75218664,,,,,,,,,,CLIENTES_1786391351666_175387
952,UNIVERSIDAD MAYOR DE,75218664,,,,,,,,,,CLIENTES_1786391351666_180681
953,ARAUNIVER,75218664,,,,,,,,,,CLIENTES_1786391351666_243875
954,UNIVERSIDAD,,,,,,,,,,,CLIENTES_1786391351666_379385
955,UNICE,75218664,,,,,,,,,,CLIENTES_1786391351666_906590
956,AUNIVER,75218664,,,,,,,,,,CLIENTES_1786391351666_94644
957,UNIVERSIDAD MAYOR DE SAN AND,,,,,,,,,,,CLIENTES_1786391361658_759701
958,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786471765154_14170
959,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786472114584_245393
960,Universidad Mayor de San Andres,,,,,,,,,,,CLIENTES_1786472124596_817091
961,selor,,,,,,,,,,,CLIENTES_1786472124596_752751
962,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786472254585_147174
963,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786472274683_949653
964,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786472294581_305818
965,frrccr,319339,btbtbt,,,,,,,,,CLIENTES_1786472664626_561212
966,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786472724598_584479
967,g,,,,,,,,,,,CLIENTES_1786472844578_222905
968,Sin Cliente,,,,,,,,,,,CLIENTES_1786473253657_125881
969,frrccr,,,,,,,,,,,CLIENTES_1786473253657_501927
970,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786473254019_587334
971,qhr,,,,,,,,,,,CLIENTES_1786473273657_53455
972,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786473413675_383065
973,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786473739816_684905
974,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786473944911_817145
975,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786474111091_91674
976,Sin Cliente,,,,,,,,,,,CLIENTES_1786474279492_2421
977,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786474279493_359940
978,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786474389817_281844
979,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786474586423_259931
980,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786474746405_631551
981,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786474746405_240118
982,Lizardo Valdez,,,,,,,,,,,CLIENTES_1786475034257_897019
983,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786475216137_391675
984,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786477790036_981048
985,Sin Cliente,,,,,,,,,,,CLIENTES_1786483009735_663523
986,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786483009736_811874
987,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786483630155_86935
988,Almir,,,,,,,,,,,CLIENTES_1786483975809_223405
989,Sin Cliente,,,,,,,,,,,CLIENTES_1786485172812_529648
990,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786485172813_970265
991,Vicepresidencia del Estado Plurinacional,,,,,,,,,,,CLIENTES_1786485175327_748416
992,José,,,,,,,,,,,CLIENTES_1786485182796_43805
993,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786485215353_981327
994,Sin Cliente,,,,,,,,,,,CLIENTES_1786558546296_599149
995,Sin Cliente,,,,,,,,,,,CLIENTES_1786559314414_247159
996,Sin Cliente,,,,,,,,,,,CLIENTES_1786559666149_792016
997,jsewu,,,,,,,,,,,CLIENTES_1786559866137_108373
998,ja,,,,,,,,,,,CLIENTES_1786560075782_348255
999,iie,,,,,,,,,,,CLIENTES_1786560092903_554880
1000,Almir,,,,,,,,,,,CLIENTES_1786560110610_430902
1001,iie,,,,,,,,,,,CLIENTES_1786560112832_289846
1002,iie,,,,,,,,,,,CLIENTES_1786560316762_444484
1003,iie,,,,,,,,,,,CLIENTES_1786560335781_5522
1004,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786561106017_944848
1005,xxx,,,,,,,,,,,CLIENTES_1786561176029_51128
1006,xxx,,,,,,,,,,,CLIENTES_1786561628202_823502
1007,xxx,,,,,,,,,,,CLIENTES_1786561638215_538382
1008,vgvhyv,,,,,,,,,,,CLIENTES_1786562139641_172666
1009,nyny,,,,,,,,,,,CLIENTES_1786562531398_429970
1010,btbtbt,,,,,,,,,,,CLIENTES_1786562770661_411602
1011,btbtbt,,,,,,,,,,,CLIENTES_1786562780630_376457
1012,Casatex,,,,,,,,,,,CLIENTES_1786801915197_246474
1013,Victor,,,,,,,,,,,CLIENTES_1786978178576_296023
1014,ya ht,,,,,,,,,,,CLIENTES_1786562989314_556541
1015,UNIVERSIDAD MAYOR DE SAN ANDRES,,,,,,,,,,,CLIENTES_1786565534008_963480
1016,tgc,,,,,,,,,,,CLIENTES_1786565640390_242183
1017,kbini,,,,,,,,,,,CLIENTES_1786565710483_640748
1018,kbini,,,,,,,,,,,CLIENTES_1786565740471_64039
1019,kbini,,,,,,,,,,,CLIENTES_1786565810397_777442
1020,Universidad Mayor de San Andres,,,,,,,,,,,CLIENTES_1786565810398_121919
1021,urjrjgkg,,,,,,,,,,,CLIENTES_1786565810398_213305
1022,kbini,,,,,,,,,,,CLIENTES_1786565994973_448712
1023,kbini,,,,,,,,,,,CLIENTES_1786565994974_569400
1024,Vicepresidencia del Estado Plurinacional,,,,,,,,,,,CLIENTES_1786566014879_952443
